"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2023.MMP0261,2023.MMP0261,Mediterranean,"Tue, 04/18/2023 - 12:00",2023,April,51,9,60,,3,38,,Unknown,Drowning,Unknown,"Off the coast of Sabratah, Libya","IOM Libya, General Secretary of the Libyan Red Crescent","32.84315119, 12.44173492","Central Mediterranean",https://archive.ph/JU0Jz,Uncategorized,4
2023.MMP0262,2023.MMP0262,Mediterranean,"Wed, 04/19/2023 - 12:00",2023,April,5,,5,30,,,,"Southern Asia",Drowning,Bangladesh,"2nm north of Zliten, Libya","IOM Libya","32.52878269, 14.624331","Central Mediterranean",,Uncategorized,4
2023.MMP0263,2023.MMP0263,"Northern Africa","Sat, 04/15/2023 - 12:00",2023,April,1,,1,,,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Around Tsawah Wadi Otbh, Libya","LRC via IOM Libya","26.09978266, 13.483829",,,"Northern Africa",4
2023.MMP0264,2023.MMP0264,Mediterranean,"Fri, 04/21/2023 - 12:00",2023,April,1,,1,,,,,Unknown,Drowning,Unknown,"Remains washed ashore at Sousa, Libya","IOM Libya","32.90704937, 21.959054","Central Mediterranean",,Uncategorized,4
2023.MMP0265,2023.MMP0265,Mediterranean,"Sat, 04/15/2023 - 12:00",2023,April,,2,2,43,,,,Unknown,"Mixed or unknown",Unknown,"Around 60 nautical miles northwest of Benghazi, Libya - survivors disembarked in Malta on 17 April","IOM Libya, UNHCR Malta, Alarm Phone","32.6779507, 19.300632","Central Mediterranean",https://archive.ph/y9s1J,Uncategorized,4
2023.MMP0266,2023.MMP0266318,Mediterranean,"Tue, 04/25/2023 - 12:00",2023,April,1,,1,,,1,,"Northern Africa",Drowning,Egypt,"Unspecified location off the coast of Garabouli, Libya","IOM Libya","33.22129272, 13.97705","Central Mediterranean",,Uncategorized,4
2023.MMP0266,2023.MMP0266319,Mediterranean,"Tue, 04/25/2023 - 12:00",2023,April,3,,3,,,3,,"Western Asia",Drowning,"Syrian Arab Republic","Unspecified location off the coast of Garabouli, Libya","IOM Libya","33.22129272, 13.97705","Central Mediterranean",,Uncategorized,4
2023.MMP0266,2023.MMP0266320,Mediterranean,"Tue, 04/25/2023 - 12:00",2023,April,6,,6,,,5,1,"Southern Asia",Drowning,Pakistan,"Unspecified location off the coast of Garabouli, Libya","IOM Libya","33.22129272, 13.97705","Central Mediterranean",,Uncategorized,4
2023.MMP0266,2023.MMP0266321,Mediterranean,"Tue, 04/25/2023 - 12:00",2023,April,,45,45,5,,,,Unknown,Drowning,Unknown,"Unspecified location off the coast of Garabouli, Libya","IOM Libya","33.22129272, 13.97705","Central Mediterranean",,Uncategorized,4
2023.MMP0266,2023.MMP0266322,Mediterranean,"Thu, 04/27/2023 - 12:00",2023,April,3,-3,0,,,,,Unknown,Drowning,Unknown,"Unspecified location off the coast of Garabouli, Libya","Libya MoI Security Operations, IOM Libya","33.22129272, 13.97705","Central Mediterranean",https://m.facebook.com/story.php?story_fbid=pfbid02ru6hBA9Jrut6wefBqgYLhfX8RE7jX5Qz4XeUuYbYGSieRNyiETyK4qUoqA254cqul&id=100069098234393&mibextid=qC1gEa,Uncategorized,5
2023.MMP0267,2023.MMP0267,Mediterranean,"Mon, 04/24/2023 - 12:00",2023,April,1,21,22,34,,1,,"Western Africa",Drowning,"Côte d'Ivoire","Unspecified near Lampedusa, Italy after departure from Sfax, Tunisia","IOM Italy, L'Unione Sarda","35.33032554, 12.567814","Central Mediterranean",https://archive.ph/KWb3f,Uncategorized,4
2023.MMP0268,2023.MMP0268,Mediterranean,"Tue, 04/18/2023 - 12:00",2023,April,1,,1,55,,1,,Unknown,Drowning,Unknown,"Unspecified location off the coast of Lampedusa, Italy. Disembarked at Favaloro pier",Fanpage.it,"35.34032554, 12.767814","Central Mediterranean",https://archive.ph/mqtv1,Uncategorized,1
2023.MMP0269,2023.MMP0269,Mediterranean,"Tue, 04/18/2023 - 12:00",2023,April,1,,1,286,,1,,Unknown,"Mixed or unknown",Unknown,"Unspecified location off the coast of Lampedusa, Italy",Fanpage.it,"35.32032554, 12.778139","Central Mediterranean",https://archive.ph/mqtv1,Uncategorized,1
2023.MMP0270,2023.MMP0270,Mediterranean,"Sat, 04/08/2023 - 12:00",2023,April,1,,1,38,,1,,"Western Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Nigeria,"off Lampedusa, Italy - disembarkation from Sfax, Tunisia",BlogSicilia,"34.82669485, 10.990753","Central Mediterranean",https://archive.ph/sOVnO,Uncategorized,1
2023.MMP0271,2023.MMP0271,"Northern Africa","Wed, 04/19/2023 - 12:00",2023,April,1,,1,,,1,,"Sub-Saharan Africa","Vehicle accident / death linked to hazardous transport",Unknown,"Jumping off a train in Hassi Berkane between Taourirt and Nador, Morocco","Euromagreb, Al-Safyer, Hespress","34.84076247, -2.866891",,"http://archive.today/pJbh5, https://archive.vn/SSDrD",Uncategorized,3
2023.MMP0272,2023.MMP0272,Europe,"Sat, 04/22/2023 - 12:00",2023,April,1,,1,,,1,,Unknown,"Mixed or unknown",Unknown,"Remains found near Istok village, Hajnowski county, Poland near border with Belarus","Polish police via IOM Poland","52.66159198, 23.499739","Belarus-EU border",,"Eastern Europe",5
2023.MMP0274,2023.MMP0274,Mediterranean,"Wed, 04/19/2023 - 12:00",2023,April,1,,1,84,,1,,"Western / Southern Asia (P)",Drowning,Unknown,"Off the coast of Mani, Peloponnese, Greece","Hellenic Coast Guard via IOM Greece","36.27511758, 22.401207","Eastern Mediterranean",,Uncategorized,5
2023.MMP0276,2023.MMP0276,Mediterranean,"Mon, 04/24/2023 - 12:00",2023,April,,4,4,41,,,,Unknown,Drowning,Unknown,"Unspecified near Lampedusa, Italy after departure from Sfax, Tunisia","IOM Italy, L'Unione Sarda","35.33032554, 12.567814","Central Mediterranean",https://archive.ph/KWb3f,Uncategorized,4
2023.MMP0277,2023.MMP0277,Mediterranean,"Mon, 04/24/2023 - 12:00",2023,April,,6,6,38,,,,Unknown,Drowning,Unknown,"Unspecified near Lampedusa, Italy after departure from Sfax, Tunisia","IOM Italy, L'Unione Sarda","35.33032554, 12.567814","Central Mediterranean",https://archive.ph/KWb3f,Uncategorized,4
2023.MMP0278,2023.MMP0278,Mediterranean,"Mon, 04/24/2023 - 12:00",2023,April,1,,1,35,1,,,"Western Africa",Drowning,Guinea,"Unspecified near Lampedusa, Italy after departure from Sfax, Tunisia","IOM Italy, L'Unione Sarda","35.33032554, 12.567814","Central Mediterranean",https://archive.ph/KWb3f,Uncategorized,4
2023.MMP0279,2023.MMP0279,"Northern Africa","Tue, 04/18/2023 - 12:00",2023,April,19,,19,19,8,11,1,"Sub-Saharan Africa (P)",Drowning,Mixed,"Unspecified location off the coast of Tan Tan, Morocco en route to the Canary Islands","Caminando Fronteras","28.5726333, -11.975857","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/0ZYHS, https://archive.ph/Zull6","Northern Africa",4
2023.MMP0280,2023.MMP0280,"Eastern Africa","Thu, 02/02/2023 - 12:00",2023,February,1,,1,,,,,"Eastern Africa",Violence,Ethiopia,"Hargaisa, Somalia","IOM Ethiopia","9.562389, 44.077011",,,"Eastern Africa",4
2023.MMP0281,2023.MMP0281,"Eastern Africa","Thu, 03/09/2023 - 12:00",2023,March,2,,2,35,,2,,"Eastern Africa",Violence,Ethiopia,"Borama, Somalia","IOM Ethiopia","9.937059947, 43.175238",,,"Eastern Africa",4
2023.MMP0282,2023.MMP0282,"Eastern Africa","Sun, 03/12/2023 - 12:00",2023,March,3,,3,,,,,"Eastern Africa","Vehicle accident / death linked to hazardous transport",Ethiopia,"Lascanood, Somalia","IOM Ethiopia","8.281919, 47.211799",,,"Eastern Africa",4
2023.MMP0283,2023.MMP0283,"Eastern Africa","Mon, 03/20/2023 - 12:00",2023,March,1,,1,13,5,8,3,"Eastern Africa",Violence,Ethiopia,"Tog-wajale, Ethiopia","IOM Ethiopia","9.36108468, 43.202953",,,"Eastern Africa",4
2023.MMP0284,2023.MMP0284,"Eastern Africa","Mon, 03/27/2023 - 12:00",2023,March,1,,1,,,,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Barbara, Somalia","IOM Ethiopia","10.262252, 45.05155",,,"Eastern Africa",4
2023.MMP0285,2023.MMP0285,"Eastern Africa","Sat, 04/01/2023 - 12:00",2023,April,1,,1,,,1,,"Eastern Africa","Sickness / lack of access to adequate healthcare",Ethiopia,"Bosaso, Somalia","IOM Somalia","11.2832207, 49.18142",,,"Eastern Africa",4
2023.MMP0286,2023.MMP0286,Europe,"Mon, 04/17/2023 - 12:00",2023,April,1,,1,,,1,,Unknown,"Vehicle accident / death linked to hazardous transport",Unknown,"Remains found in wheelwell of KLM airplane at Schiphol airport, Amsterdam, Netherlands","20 Minutes, Ouest France","52.31064447, 4.768272",,"https://archive.ph/CI6KX, https://archive.ph/dFs1d","Western Europe",3
2023.MMP0293,2023.MMP0293,"Central America","Tue, 04/18/2023 - 12:00",2023,April,1,,1,,,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Rio Bravo near Guerrero, Coahuila, Mexico","Super Channel 12, Zócalo","28.3368505, -100.308782","US-Mexico border crossing","https://archive.ph/dEvvo, https://archive.ph/ZNbh1","Central America",1
2023.MMP0294,2023.MMP0294,"Central America","Wed, 04/19/2023 - 12:00",2023,April,1,,1,,,1,,"South America","Vehicle accident / death linked to hazardous transport","Venezuela (Bolivarian Republic of)","Railroad tracks near Sayula de Alemán, Veracruz, Mexico","Orale, Noticias en la Mira","17.67036139, -95.029774",,"https://archive.ph/SbO8O, https://archive.ph/bDlJ8","Central America",3
2023.MMP0296,2023.MMP0296,"South America","Tue, 04/18/2023 - 12:00",2023,April,1,,1,,,1,,"South America",Violence,"Venezuela (Bolivarian Republic of)","Calama Bus Station Av. Granaderos 2963, Calama, Antofagasta, Chile","Al Navio, El Diario","-22.45034019, -68.929016",,"https://archive.ph/wI8Me, https://archive.ph/JUHjo","South America",3
2023.MMP0297,2023.MMP0297,"Central America","Fri, 04/21/2023 - 12:00",2023,April,1,,1,,,1,,"Eastern Asia",Drowning,China,"Rio Bravo near Reynosa-Hidalgo International Bridge, Reynosa, Tamaulipas, Mexico","El Mañana","26.09433992, -98.271092","US-Mexico border crossing",https://archive.ph/sbr7B,"Central America",1
2023.MMP0298,2023.MMP0298,"Central America","Thu, 04/20/2023 - 12:00",2023,April,1,,1,,,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Rio Bravo near La Isla del Mudo, Piedras Negras, Coahuila, Mexico","Super Channel 12","28.72929274, -100.508216","US-Mexico border crossing",https://archive.ph/wl6an,"Central America",1
2023.MMP0299,2023.MMP0299,"Central America","Fri, 04/21/2023 - 12:00",2023,April,1,,1,,,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Rio Bravo near Las Adjuntas Ranch, Piedras Negras, Coahuila, Mexico","Zócalo, El Tiempo","28.66335582, -100.501457","US-Mexico border crossing","https://archive.ph/aTpNN, https://archive.ph/rSI3f, https://archive.ph/TBntZ","Central America",3
2023.MMP0300,2023.MMP0300,"North America","Sun, 04/23/2023 - 12:00",2023,April,3,,3,5,,,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"US-90 Highway near Brackettville, Kinney County, Texas, United States of America","Kinney County Sheriff's Office, Zócalo, Super Channel 12","29.30268897, -100.399482","US-Mexico border crossing","https://acortar.link/6CJf8o, https://archive.ph/3MHzj, https://archive.ph/5R1AH","Northern America",5
2023.MMP0301,2023.MMP0301,"Central America","Tue, 04/11/2023 - 12:00",2023,April,2,,2,,1,,1,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Darien National Park, near Turquesa River, Comarca Emberá-Cémaco, Panama(P)",BBC,"8.43873263, -77.623769",Darien,https://archive.ph/lOFPs,"Central America",1
2023.MMP0302,2023.MMP0302,"Central America","Tue, 04/25/2023 - 12:00",2023,April,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Honduras,"In Guadaloupe neighborhood, 30640, Huixtla, Chiapas, Mexico","El Heraldo de Chiapas, Cuadratín Chiapas, Publimetro","15.14519326, -92.467382",,"https://archive.ph/2CxeV, https://archive.ph/NuLNW, https://archive.ph/5Kwg0","Central America",3
2023.MMP0303,2023.MMP0303,Mediterranean,"Tue, 04/18/2023 - 12:00",2023,April,,2,2,,,,,"Northern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Morocco,"Unspecified location on the sea crossing from Oran, Algeria to Almeria, Spain","El Pais, Javier Pajaron Journalist, CIPIMD","36.18898912, -1.439646082","Western Mediterranean","https://archive.ph/gOyge, https://archive.ph/1oMAq",Uncategorized,4
2023.MMP0304,2023.MMP0304,Mediterranean,"Sat, 04/29/2023 - 12:00",2023,April,,3,3,46,1,,,"Sub-Saharan Africa",Drowning,Unknown,"In the Italian SAR zone, off of Lampedusa - departure a few hours earlier from Sfax, Tunisia","InfoMigrants, La Sicilia, ANSA","35.4391568, 12.46888386","Central Mediterranean","https://archive.ph/rn1st, https://archive.ph/6Fg2e, https://archive.ph/Ur3Yg",Uncategorized,3
2023.MMP0305,2023.MMP0305,Mediterranean,"Mon, 05/01/2023 - 12:00",2023,May,,1,1,34,,,1,"Eastern Africa (P)",Drowning,Unknown,"Unspecified location on the sea crossing from Sfax, Tunisia to Lampedusa, Italy","InfoMigrants, La Sicilia Web","35.4391568, 12.46888386","Central Mediterranean","https://archive.ph/0kPXK, https://archive.ph/uzbST",Uncategorized,3
2023.MMP0306,2023.MMP0306,Mediterranean,"Fri, 04/28/2023 - 12:00",2023,April,2,,2,,,,,Unknown,Drowning,Unknown,"Remains recovered from the coast of Melloulèche, Mahdia, Tunisia","Protection Civile Chebba, Jawhara FM","35.15672903, 11.053402","Central Mediterranean","https://archive.vn/tr7Jn, https://www.facebook.com/ProtectionCivileDeChebba/posts/pfbid028CKuTyGSvaopABm4Prm8Eu37iGoH97HqZn89CgdDAMwiRbsQCS8cTYRBuu2eKUzYl",Uncategorized,5
2023.MMP0307,2023.MMP0307,Mediterranean,"Sat, 04/29/2023 - 12:00",2023,April,6,,6,,,,,Unknown,Drowning,Unknown,"Remains recovered from the coast of Melloulèche, Mahdia, Tunisia","Protection Civile Chebba, Jawhara FM","35.15672903, 11.053402","Central Mediterranean","https://archive.vn/tr7Jn, https://www.facebook.com/ProtectionCivileDeChebba/posts/pfbid028CKuTyGSvaopABm4Prm8Eu37iGoH97HqZn89CgdDAMwiRbsQCS8cTYRBuu2eKUzYl",Uncategorized,5
2023.MMP0308,2023.MMP0308,Mediterranean,"Sun, 04/30/2023 - 12:00",2023,April,7,,7,,,,,Unknown,Drowning,Unknown,"Remains recovered from the coast of Melloulèche and Chebba, Mahdia, Tunisia","Protection Civile Chebba, Jawhara FM","35.18458112, 11.090508","Central Mediterranean","https://archive.vn/tr7Jn, https://www.facebook.com/ProtectionCivileDeChebba/posts/pfbid028CKuTyGSvaopABm4Prm8Eu37iGoH97HqZn89CgdDAMwiRbsQCS8cTYRBuu2eKUzYl",Uncategorized,5
2023.MMP0309,2023.MMP0309,Mediterranean,"Mon, 05/01/2023 - 12:00",2023,May,2,,2,,,,,Unknown,Drowning,Unknown,"Remains recovered from the coast of Chebba, Mahdia, Tunisia","Protection Civile Chebba, Jawhara FM","35.22576496, 11.123559","Central Mediterranean","https://archive.vn/tr7Jn, https://www.facebook.com/ProtectionCivileDeChebba/posts/pfbid028CKuTyGSvaopABm4Prm8Eu37iGoH97HqZn89CgdDAMwiRbsQCS8cTYRBuu2eKUzYl",Uncategorized,5
2023.MMP0310,2023.MMP0310,Mediterranean,"Tue, 05/02/2023 - 12:00",2023,May,1,,1,,,,,Unknown,Drowning,Unknown,"Remains recovered from the coast of Chebba, Mahdia, Tunisia","Protection Civile Chebba, Jawhara FM","35.22576496, 11.123559","Central Mediterranean","https://archive.vn/tr7Jn, https://www.facebook.com/ProtectionCivileDeChebba/posts/pfbid028CKuTyGSvaopABm4Prm8Eu37iGoH97HqZn89CgdDAMwiRbsQCS8cTYRBuu2eKUzYl",Uncategorized,5
2023.MMP0311,2023.MMP0311,Mediterranean,"Tue, 05/02/2023 - 12:00",2023,May,1,,1,,,,,Unknown,Drowning,Unknown,"Remains washed ashore at Zliten, Libya","IOM Libya","32.52878269, 14.624331","Central Mediterranean",,Uncategorized,4
2023.MMP0312,2023.MMP0312,"Northern Africa","Wed, 05/03/2023 - 12:00",2023,May,9,,9,,,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Remains found in local valleys and buried in Beni Walid, Libya","Al Wasat via IOM Libya","31.75594591, 14.027449",,https://archive.vn/GzW9A,"Northern Africa",1
2023.MMP0313,2023.MMP0313,Europe,"Thu, 04/20/2023 - 12:00",2023,April,1,,1,,,1,,Unknown,"Mixed or unknown",Unknown,"Unspecified location on the Lithuanian border, Belarus","Belarus Border Committee","55.68072101, 26.679058","Belarus-EU border",https://archive.vn/Q0fET,"Eastern Europe",5
2023.MMP0314,2023.MMP0314,Mediterranean,"Thu, 05/04/2023 - 12:00",2023,May,1,2,3,6,1,1,1,"Western Asia",Drowning,"Syrian Arab Republic","Off the coast of Ayvalık, Balıkesir, Türkiye","TCG, IOM Izmir","39.31457034, 26.605164","Eastern Mediterranean",https://archive.vn/MWFh6,Uncategorized,5
2023.MMP0315,2023.MMP0315,"Central America","Sun, 04/23/2023 - 12:00",2023,April,4,,4,4,2,2,,"South America",Violence,Colombia,"Federal Highway 54 near Villa de Cos, Zacatecas, Mexico","Voceria de la Mesa Estatal de Construccion de Paz, Zacatecas,El Pais Colombia, Barrons","23.2703811, -102.329773",,"https://acortar.link/habU2f, https://archive.ph/uMZJU, https://archive.ph/GyZVT, https://archive.ph/360jR","Central America",5
2023.MMP0316,2023.MMP0316,"North America","Tue, 04/25/2023 - 12:00",2023,April,1,,1,,,1,,"Central America","Vehicle accident / death linked to hazardous transport",Mexico,"Railroad tracks approximately 20 Miles north of Eagle Pass, Maverick County, United States of America","El Tiempo","28.75623457, -100.48782","US-Mexico border crossing",https://archive.ph/QfF6u,"Northern America",1
2023.MMP0317,2023.MMP0317,"North America","Sun, 02/19/2023 - 12:00",2023,February,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"1.9 miles southeast of the Derby Line, Vermont Port of Entry, Orleans County, Derby Vermont, United States of America","US Border Patrol","45.0048718, -72.109531",,https://archive.ph/hfpcv,"Northern America",5
